id,country_code,plan_option,data_amount,data_unit,duration_in_days,option_id,idr_price,created_at,updated_at,supply_price,product_information,plan_type,product_information_id
2080,BR,UNLIMITED,500,MB,15,99A2DBCD-12B6-EE11-B65E-6045BD45CB1E,713600,2024-01-26 08:03:10.948+00,2024-01-26 08:03:10.948+00,0,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Data Only (No Calls)"",
    ""eKYC (Identity Verification)"": ""Not required"",
    ""Description"": [
      ""After you have used up data daily expense, the data will update into unlimited speed automatically"",
      ""QoS (low speed): 384kbps."",
      ""Eligibility period and data begin in 24 hours from the time you activate your eSIM following registration.""
    ]
  },
  ""Policy"": [
    ""The check-in (purchase confirmation) period is 180 days from the date of product purchase, and you can request for a refund during this period."",
    ""Exchanges/refunds are not possible after check-in (purchase confirmation).""
  ]
}",ROAMING,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Hanya Data (Tanpa Panggilan)"",
    ""eKYC (Identity Verification)"": ""Tidak diperlukan"",
    ""Description"": [
      ""Setelah Anda menggunakan biaya harian data, data akan diperbarui menjadi kecepatan tak terbatas secara otomatis"",
      ""QoS (kecepatan rendah): 384kbps."",
      ""Periode kelayakan dan data dimulai dalam 24 jam sejak Anda mengaktifkan eSIM setelah pendaftaran.""
    ]
  },
  ""Policy"": [
    ""Periode check-in (konfirmasi pembelian) adalah 180 hari sejak tanggal pembelian produk, dan Anda dapat meminta pengembalian dana selama periode ini."",
    ""Penukaran/pengembalian uang tidak dapat dilakukan setelah check-in (konfirmasi pembelian).""
  ]
}"
2081,BR,UNLIMITED,1,GB,1,9AA2DBCD-12B6-EE11-B65E-6045BD45CB1E,91200,2024-01-26 08:03:10.948+00,2024-01-26 08:03:10.948+00,0,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Data Only (No Calls)"",
    ""eKYC (Identity Verification)"": ""Not required"",
    ""Description"": [
      ""After you have used up data daily expense, the data will update into unlimited speed automatically"",
      ""QoS (low speed): 384kbps."",
      ""Eligibility period and data begin in 24 hours from the time you activate your eSIM following registration.""
    ]
  },
  ""Policy"": [
    ""The check-in (purchase confirmation) period is 180 days from the date of product purchase, and you can request for a refund during this period."",
    ""Exchanges/refunds are not possible after check-in (purchase confirmation).""
  ]
}",ROAMING,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Hanya Data (Tanpa Panggilan)"",
    ""eKYC (Identity Verification)"": ""Tidak diperlukan"",
    ""Description"": [
      ""Setelah Anda menggunakan biaya harian data, data akan diperbarui menjadi kecepatan tak terbatas secara otomatis"",
      ""QoS (kecepatan rendah): 384kbps."",
      ""Periode kelayakan dan data dimulai dalam 24 jam sejak Anda mengaktifkan eSIM setelah pendaftaran.""
    ]
  },
  ""Policy"": [
    ""Periode check-in (konfirmasi pembelian) adalah 180 hari sejak tanggal pembelian produk, dan Anda dapat meminta pengembalian dana selama periode ini."",
    ""Penukaran/pengembalian uang tidak dapat dilakukan setelah check-in (konfirmasi pembelian).""
  ]
}"
2082,BR,UNLIMITED,1,GB,3,9BA2DBCD-12B6-EE11-B65E-6045BD45CB1E,283200,2024-01-26 08:03:10.948+00,2024-01-26 08:03:10.948+00,0,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Data Only (No Calls)"",
    ""eKYC (Identity Verification)"": ""Not required"",
    ""Description"": [
      ""After you have used up data daily expense, the data will update into unlimited speed automatically"",
      ""QoS (low speed): 384kbps."",
      ""Eligibility period and data begin in 24 hours from the time you activate your eSIM following registration.""
    ]
  },
  ""Policy"": [
    ""The check-in (purchase confirmation) period is 180 days from the date of product purchase, and you can request for a refund during this period."",
    ""Exchanges/refunds are not possible after check-in (purchase confirmation).""
  ]
}",ROAMING,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Hanya Data (Tanpa Panggilan)"",
    ""eKYC (Identity Verification)"": ""Tidak diperlukan"",
    ""Description"": [
      ""Setelah Anda menggunakan biaya harian data, data akan diperbarui menjadi kecepatan tak terbatas secara otomatis"",
      ""QoS (kecepatan rendah): 384kbps."",
      ""Periode kelayakan dan data dimulai dalam 24 jam sejak Anda mengaktifkan eSIM setelah pendaftaran.""
    ]
  },
  ""Policy"": [
    ""Periode check-in (konfirmasi pembelian) adalah 180 hari sejak tanggal pembelian produk, dan Anda dapat meminta pengembalian dana selama periode ini."",
    ""Penukaran/pengembalian uang tidak dapat dilakukan setelah check-in (konfirmasi pembelian).""
  ]
}"
2083,BR,UNLIMITED,1,GB,5,9CA2DBCD-12B6-EE11-B65E-6045BD45CB1E,472000,2024-01-26 08:03:10.948+00,2024-01-26 08:03:10.948+00,0,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Data Only (No Calls)"",
    ""eKYC (Identity Verification)"": ""Not required"",
    ""Description"": [
      ""After you have used up data daily expense, the data will update into unlimited speed automatically"",
      ""QoS (low speed): 384kbps."",
      ""Eligibility period and data begin in 24 hours from the time you activate your eSIM following registration.""
    ]
  },
  ""Policy"": [
    ""The check-in (purchase confirmation) period is 180 days from the date of product purchase, and you can request for a refund during this period."",
    ""Exchanges/refunds are not possible after check-in (purchase confirmation).""
  ]
}",ROAMING,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Hanya Data (Tanpa Panggilan)"",
    ""eKYC (Identity Verification)"": ""Tidak diperlukan"",
    ""Description"": [
      ""Setelah Anda menggunakan biaya harian data, data akan diperbarui menjadi kecepatan tak terbatas secara otomatis"",
      ""QoS (kecepatan rendah): 384kbps."",
      ""Periode kelayakan dan data dimulai dalam 24 jam sejak Anda mengaktifkan eSIM setelah pendaftaran.""
    ]
  },
  ""Policy"": [
    ""Periode check-in (konfirmasi pembelian) adalah 180 hari sejak tanggal pembelian produk, dan Anda dapat meminta pengembalian dana selama periode ini."",
    ""Penukaran/pengembalian uang tidak dapat dilakukan setelah check-in (konfirmasi pembelian).""
  ]
}"
2084,BR,UNLIMITED,1,GB,7,9DA2DBCD-12B6-EE11-B65E-6045BD45CB1E,659200,2024-01-26 08:03:10.948+00,2024-01-26 08:03:10.948+00,0,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Data Only (No Calls)"",
    ""eKYC (Identity Verification)"": ""Not required"",
    ""Description"": [
      ""After you have used up data daily expense, the data will update into unlimited speed automatically"",
      ""QoS (low speed): 384kbps."",
      ""Eligibility period and data begin in 24 hours from the time you activate your eSIM following registration.""
    ]
  },
  ""Policy"": [
    ""The check-in (purchase confirmation) period is 180 days from the date of product purchase, and you can request for a refund during this period."",
    ""Exchanges/refunds are not possible after check-in (purchase confirmation).""
  ]
}",ROAMING,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Hanya Data (Tanpa Panggilan)"",
    ""eKYC (Identity Verification)"": ""Tidak diperlukan"",
    ""Description"": [
      ""Setelah Anda menggunakan biaya harian data, data akan diperbarui menjadi kecepatan tak terbatas secara otomatis"",
      ""QoS (kecepatan rendah): 384kbps."",
      ""Periode kelayakan dan data dimulai dalam 24 jam sejak Anda mengaktifkan eSIM setelah pendaftaran.""
    ]
  },
  ""Policy"": [
    ""Periode check-in (konfirmasi pembelian) adalah 180 hari sejak tanggal pembelian produk, dan Anda dapat meminta pengembalian dana selama periode ini."",
    ""Penukaran/pengembalian uang tidak dapat dilakukan setelah check-in (konfirmasi pembelian).""
  ]
}"
2085,BR,UNLIMITED,1,GB,10,9EA2DBCD-12B6-EE11-B65E-6045BD45CB1E,934400,2024-01-26 08:03:10.948+00,2024-01-26 08:03:10.948+00,0,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Data Only (No Calls)"",
    ""eKYC (Identity Verification)"": ""Not required"",
    ""Description"": [
      ""After you have used up data daily expense, the data will update into unlimited speed automatically"",
      ""QoS (low speed): 384kbps."",
      ""Eligibility period and data begin in 24 hours from the time you activate your eSIM following registration.""
    ]
  },
  ""Policy"": [
    ""The check-in (purchase confirmation) period is 180 days from the date of product purchase, and you can request for a refund during this period."",
    ""Exchanges/refunds are not possible after check-in (purchase confirmation).""
  ]
}",ROAMING,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Hanya Data (Tanpa Panggilan)"",
    ""eKYC (Identity Verification)"": ""Tidak diperlukan"",
    ""Description"": [
      ""Setelah Anda menggunakan biaya harian data, data akan diperbarui menjadi kecepatan tak terbatas secara otomatis"",
      ""QoS (kecepatan rendah): 384kbps."",
      ""Periode kelayakan dan data dimulai dalam 24 jam sejak Anda mengaktifkan eSIM setelah pendaftaran.""
    ]
  },
  ""Policy"": [
    ""Periode check-in (konfirmasi pembelian) adalah 180 hari sejak tanggal pembelian produk, dan Anda dapat meminta pengembalian dana selama periode ini."",
    ""Penukaran/pengembalian uang tidak dapat dilakukan setelah check-in (konfirmasi pembelian).""
  ]
}"
2086,BR,UNLIMITED,1,GB,15,9FA2DBCD-12B6-EE11-B65E-6045BD45CB1E,1008000,2024-01-26 08:03:10.948+00,2024-01-26 08:03:10.948+00,0,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Data Only (No Calls)"",
    ""eKYC (Identity Verification)"": ""Not required"",
    ""Description"": [
      ""After you have used up data daily expense, the data will update into unlimited speed automatically"",
      ""QoS (low speed): 384kbps."",
      ""Eligibility period and data begin in 24 hours from the time you activate your eSIM following registration.""
    ]
  },
  ""Policy"": [
    ""The check-in (purchase confirmation) period is 180 days from the date of product purchase, and you can request for a refund during this period."",
    ""Exchanges/refunds are not possible after check-in (purchase confirmation).""
  ]
}",ROAMING,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Hanya Data (Tanpa Panggilan)"",
    ""eKYC (Identity Verification)"": ""Tidak diperlukan"",
    ""Description"": [
      ""Setelah Anda menggunakan biaya harian data, data akan diperbarui menjadi kecepatan tak terbatas secara otomatis"",
      ""QoS (kecepatan rendah): 384kbps."",
      ""Periode kelayakan dan data dimulai dalam 24 jam sejak Anda mengaktifkan eSIM setelah pendaftaran.""
    ]
  },
  ""Policy"": [
    ""Periode check-in (konfirmasi pembelian) adalah 180 hari sejak tanggal pembelian produk, dan Anda dapat meminta pengembalian dana selama periode ini."",
    ""Penukaran/pengembalian uang tidak dapat dilakukan setelah check-in (konfirmasi pembelian).""
  ]
}"
2087,BR,UNLIMITED,2,GB,1,A0A2DBCD-12B6-EE11-B65E-6045BD45CB1E,137600,2024-01-26 08:03:10.948+00,2024-01-26 08:03:10.948+00,0,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Data Only (No Calls)"",
    ""eKYC (Identity Verification)"": ""Not required"",
    ""Description"": [
      ""After you have used up data daily expense, the data will update into unlimited speed automatically"",
      ""QoS (low speed): 384kbps."",
      ""Eligibility period and data begin in 24 hours from the time you activate your eSIM following registration.""
    ]
  },
  ""Policy"": [
    ""The check-in (purchase confirmation) period is 180 days from the date of product purchase, and you can request for a refund during this period."",
    ""Exchanges/refunds are not possible after check-in (purchase confirmation).""
  ]
}",ROAMING,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Hanya Data (Tanpa Panggilan)"",
    ""eKYC (Identity Verification)"": ""Tidak diperlukan"",
    ""Description"": [
      ""Setelah Anda menggunakan biaya harian data, data akan diperbarui menjadi kecepatan tak terbatas secara otomatis"",
      ""QoS (kecepatan rendah): 384kbps."",
      ""Periode kelayakan dan data dimulai dalam 24 jam sejak Anda mengaktifkan eSIM setelah pendaftaran.""
    ]
  },
  ""Policy"": [
    ""Periode check-in (konfirmasi pembelian) adalah 180 hari sejak tanggal pembelian produk, dan Anda dapat meminta pengembalian dana selama periode ini."",
    ""Penukaran/pengembalian uang tidak dapat dilakukan setelah check-in (konfirmasi pembelian).""
  ]
}"
2088,BR,UNLIMITED,2,GB,3,A1A2DBCD-12B6-EE11-B65E-6045BD45CB1E,424000,2024-01-26 08:03:10.948+00,2024-01-26 08:03:10.948+00,0,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Data Only (No Calls)"",
    ""eKYC (Identity Verification)"": ""Not required"",
    ""Description"": [
      ""After you have used up data daily expense, the data will update into unlimited speed automatically"",
      ""QoS (low speed): 384kbps."",
      ""Eligibility period and data begin in 24 hours from the time you activate your eSIM following registration.""
    ]
  },
  ""Policy"": [
    ""The check-in (purchase confirmation) period is 180 days from the date of product purchase, and you can request for a refund during this period."",
    ""Exchanges/refunds are not possible after check-in (purchase confirmation).""
  ]
}",ROAMING,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Hanya Data (Tanpa Panggilan)"",
    ""eKYC (Identity Verification)"": ""Tidak diperlukan"",
    ""Description"": [
      ""Setelah Anda menggunakan biaya harian data, data akan diperbarui menjadi kecepatan tak terbatas secara otomatis"",
      ""QoS (kecepatan rendah): 384kbps."",
      ""Periode kelayakan dan data dimulai dalam 24 jam sejak Anda mengaktifkan eSIM setelah pendaftaran.""
    ]
  },
  ""Policy"": [
    ""Periode check-in (konfirmasi pembelian) adalah 180 hari sejak tanggal pembelian produk, dan Anda dapat meminta pengembalian dana selama periode ini."",
    ""Penukaran/pengembalian uang tidak dapat dilakukan setelah check-in (konfirmasi pembelian).""
  ]
}"
2089,BR,UNLIMITED,2,GB,5,A2A2DBCD-12B6-EE11-B65E-6045BD45CB1E,704000,2024-01-26 08:03:10.948+00,2024-01-26 08:03:10.948+00,0,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Data Only (No Calls)"",
    ""eKYC (Identity Verification)"": ""Not required"",
    ""Description"": [
      ""After you have used up data daily expense, the data will update into unlimited speed automatically"",
      ""QoS (low speed): 384kbps."",
      ""Eligibility period and data begin in 24 hours from the time you activate your eSIM following registration.""
    ]
  },
  ""Policy"": [
    ""The check-in (purchase confirmation) period is 180 days from the date of product purchase, and you can request for a refund during this period."",
    ""Exchanges/refunds are not possible after check-in (purchase confirmation).""
  ]
}",ROAMING,"{
  ""Description"": {
    ""Provider"": ""VIVO"",
    ""Network"": ""3G/LTE"",
    ""Supported"": ""Hanya Data (Tanpa Panggilan)"",
    ""eKYC (Identity Verification)"": ""Tidak diperlukan"",
    ""Description"": [
      ""Setelah Anda menggunakan biaya harian data, data akan diperbarui menjadi kecepatan tak terbatas secara otomatis"",
      ""QoS (kecepatan rendah): 384kbps."",
      ""Periode kelayakan dan data dimulai dalam 24 jam sejak Anda mengaktifkan eSIM setelah pendaftaran.""
    ]
  },
  ""Policy"": [
    ""Periode check-in (konfirmasi pembelian) adalah 180 hari sejak tanggal pembelian produk, dan Anda dapat meminta pengembalian dana selama periode ini."",
    ""Penukaran/pengembalian uang tidak dapat dilakukan setelah check-in (konfirmasi pembelian).""
  ]
}"
